pass_1,pass_2,numOfFlights,From,To
4516,4546,4,2017-01-29,2017-02-18
4040,4344,4,2017-01-31,2017-02-25
1465,2758,4,2017-02-02,2017-02-10
121,2465,4,2017-02-06,2017-03-11
2528,2676,4,2017-02-10,2017-03-30
2062,3525,4,2017-02-13,2017-04-10
2328,3585,4,2017-02-13,2017-04-10
2378,3570,4,2017-02-13,2017-04-16
2293,2405,4,2017-02-13,2017-04-07
912,3654,4,2017-02-13,2017-02-23
988,2437,4,2017-02-13,2017-02-23
2255,2932,4,2017-02-13,2017-02-23
3482,3779,4,2017-02-17,2017-03-06
5410,5500,4,2017-02-17,2017-03-03
5412,5484,4,2017-02-17,2017-03-03
5412,5463,4,2017-02-17,2017-03-03
5423,5435,4,2017-02-17,2017-03-03
5420,5478,4,2017-02-17,2017-03-03
5420,5435,4,2017-02-17,2017-03-03
5406,5426,4,2017-02-17,2017-03-03
5419,5463,4,2017-02-17,2017-03-03
1437,3815,4,2017-02-18,2017-04-21
1744,3702,4,2017-02-19,2017-05-15
4373,5408,4,2017-02-22,2017-03-10
1482,5408,4,2017-02-22,2017-03-10
2712,4071,4,2017-02-23,2017-03-26
4217,5333,4,2017-02-24,2017-04-10
5706,5715,4,2017-02-24,2017-03-20
5766,5798,4,2017-02-24,2017-03-24
5733,5792,4,2017-02-24,2017-03-18
3317,4612,4,2017-02-26,2017-05-04
3930,4957,4,2017-02-28,2017-04-15
2623,3645,4,2017-03-03,2017-04-08
338,374,4,2017-03-03,2017-03-25
338,2320,4,2017-03-03,2017-04-26
132,3493,4,2017-03-03,2017-03-25
3645,3943,4,2017-03-04,2017-04-24
5959,5972,4,2017-03-05,2017-03-30
5984,5994,4,2017-03-05,2017-03-30
1019,3273,4,2017-03-05,2017-04-16
6030,6060,4,2017-03-05,2017-04-15
6020,6043,4,2017-03-05,2017-04-02
1608,5792,4,2017-03-10,2017-03-31
5741,5912,4,2017-03-10,2017-03-31
1034,5718,4,2017-03-10,2017-03-31
2747,4199,4,2017-03-10,2017-04-21
1371,4431,4,2017-03-10,2017-04-17
2251,6067,4,2017-03-10,2017-04-29
4430,5422,4,2017-03-13,2017-03-20
6748,6763,4,2017-03-15,2017-04-23
4285,5434,4,2017-03-16,2017-04-13
4285,4945,4,2017-03-16,2017-04-13
1586,5082,4,2017-03-16,2017-04-12
1108,3492,4,2017-03-16,2017-04-13
3184,4914,4,2017-03-16,2017-04-05
4292,5434,4,2017-03-16,2017-04-13
7193,7198,4,2017-03-17,2017-04-21
7463,7495,4,2017-03-17,2017-04-20
6186,6504,4,2017-03-19,2017-05-27
1413,2262,4,2017-03-21,2017-05-12
3260,3545,4,2017-03-21,2017-04-17
7790,7798,4,2017-03-23,2017-04-11
5766,5949,4,2017-03-24,2017-05-12
5347,7306,4,2017-03-25,2017-04-30
6694,7204,4,2017-03-26,2017-05-26
4245,4391,4,2017-03-27,2017-05-22
844,4248,4,2017-03-27,2017-04-23
8312,8328,4,2017-04-03,2017-04-16
1946,2453,4,2017-04-06,2017-04-29
3367,3421,4,2017-04-08,2017-05-12
1960,7680,4,2017-04-08,2017-04-29
866,2031,4,2017-04-10,2017-05-10
721,2227,4,2017-04-11,2017-04-29
6294,6326,4,2017-04-12,2017-05-12
6016,6880,4,2017-04-13,2017-05-03
5724,6853,4,2017-04-13,2017-05-03
2734,6001,4,2017-04-13,2017-05-03
5443,6884,4,2017-04-13,2017-05-03
959,6854,4,2017-04-13,2017-05-03
959,6866,4,2017-04-13,2017-05-03
4316,5769,4,2017-04-13,2017-05-03
3120,4990,4,2017-04-13,2017-05-03
3120,5500,4,2017-04-13,2017-05-03
3120,5440,4,2017-04-13,2017-05-03
2993,3576,4,2017-04-13,2017-05-03
2773,5964,4,2017-04-13,2017-05-03
4942,5724,4,2017-04-13,2017-05-03
4481,6832,4,2017-04-13,2017-05-03
5800,6950,4,2017-04-15,2017-05-09
1868,6972,4,2017-04-16,2017-05-23
8752,8759,4,2017-04-19,2017-05-22
625,3950,4,2017-04-20,2017-05-06
2776,3950,4,2017-04-20,2017-05-06
5442,8132,4,2017-04-20,2017-05-06
606,2906,4,2017-04-20,2017-05-06
1646,4035,4,2017-04-20,2017-05-06
3855,7618,4,2017-04-20,2017-05-06
2326,3950,4,2017-04-20,2017-05-06
1432,8132,4,2017-04-20,2017-05-06
8987,8995,4,2017-04-21,2017-05-07
8973,9000,4,2017-04-21,2017-05-07
8960,8987,4,2017-04-21,2017-05-07
8950,8979,4,2017-04-21,2017-05-07
5674,6951,4,2017-04-21,2017-05-15
853,7550,4,2017-04-21,2017-05-09
3124,8042,4,2017-04-22,2017-05-12
1221,3124,4,2017-04-22,2017-05-12
1075,3963,4,2017-04-22,2017-05-12
1811,3012,4,2017-04-25,2017-05-29
9009,9052,4,2017-04-26,2017-05-12
9022,9052,4,2017-04-26,2017-05-12
9014,9089,4,2017-04-26,2017-05-12
249,1095,4,2017-04-28,2017-05-12
272,8517,4,2017-04-29,2017-05-14
5509,8289,4,2017-04-30,2017-05-19
2857,6750,4,2017-04-30,2017-05-19
2857,5509,4,2017-04-30,2017-05-19
1613,6810,4,2017-05-01,2017-05-19
8073,8411,4,2017-05-01,2017-05-19
4611,8986,4,2017-05-07,2017-05-22
649,690,4,2017-01-02,2017-01-29
839,881,4,2017-01-02,2017-02-16
812,895,4,2017-01-02,2017-02-16
849,899,4,2017-01-02,2017-02-16
385,1051,4,2017-01-03,2017-01-12
374,1044,4,2017-01-03,2017-01-12
313,1044,4,2017-01-03,2017-01-12
1309,1384,4,2017-01-03,2017-02-21
1305,1363,4,2017-01-03,2017-03-23
355,771,4,2017-01-04,2017-01-17
362,766,4,2017-01-04,2017-01-17
343,1254,4,2017-01-05,2017-02-26
340,1042,4,2017-01-05,2017-05-12
2142,2155,4,2017-01-09,2017-01-17
510,528,4,2017-01-02,2017-03-10
706,1001,4,2017-01-04,2017-01-17
730,1057,4,2017-01-04,2017-01-17
334,764,4,2017-01-04,2017-01-17
1821,1823,4,2017-01-08,2017-02-13
1914,1984,4,2017-01-08,2017-02-06
2101,2133,4,2017-01-09,2017-02-26
2109,2142,4,2017-01-09,2017-01-17
2137,2145,4,2017-01-09,2017-01-17
2137,2144,4,2017-01-09,2017-01-17
2114,2162,4,2017-01-09,2017-01-17
2110,2116,4,2017-01-09,2017-01-17
2282,2290,4,2017-01-09,2017-02-13
2239,2254,4,2017-01-09,2017-04-21
2447,2469,4,2017-01-09,2017-02-13
2538,2584,4,2017-01-10,2017-01-31
2528,2586,4,2017-01-10,2017-05-13
2625,2681,4,2017-01-10,2017-03-26
3132,3192,4,2017-01-11,2017-01-21
210,677,4,2017-01-13,2017-04-08
3440,3446,4,2017-01-13,2017-01-29
3428,3495,4,2017-01-13,2017-02-23
3593,3600,4,2017-01-15,2017-02-11
3807,3809,4,2017-01-19,2017-02-27
3802,3881,4,2017-01-19,2017-02-27
3824,3831,4,2017-01-19,2017-02-18
3932,3994,4,2017-01-19,2017-02-23
4037,4066,4,2017-01-20,2017-02-10
4019,4084,4,2017-01-20,2017-02-23
603,3193,4,2017-01-20,2017-01-31
246,3114,4,2017-01-20,2017-01-31
221,2183,4,2017-01-20,2017-01-31
1156,2712,4,2017-01-20,2017-03-19
443,2567,4,2017-01-21,2017-02-03
248,2586,4,2017-01-21,2017-02-03
610,1693,4,2017-01-21,2017-02-03
255,443,4,2017-01-21,2017-02-03
2252,3579,4,2017-01-22,2017-02-26
2894,3077,4,2017-01-22,2017-02-20
4204,4294,4,2017-01-22,2017-03-21
4226,4227,4,2017-01-22,2017-03-21
740,2178,4,2017-01-23,2017-04-09
624,1255,4,2017-01-24,2017-03-24
1645,3169,4,2017-01-24,2017-02-27
1297,1645,4,2017-01-24,2017-02-27
4380,4395,4,2017-01-24,2017-02-10
333,1693,4,2017-01-26,2017-03-20
801,3770,4,2017-01-27,2017-03-01
4014,4317,4,2017-01-28,2017-02-19
4036,4397,4,2017-01-28,2017-04-26
2279,3545,4,2017-01-28,2017-04-17
4401,4464,4,2017-01-29,2017-02-26
4420,4475,4,2017-01-29,2017-02-26
4414,4464,4,2017-01-29,2017-02-26
4414,4423,4,2017-01-29,2017-02-26
4444,4448,4,2017-01-29,2017-02-19
3814,4530,4,2017-02-02,2017-04-08
1391,1444,4,2017-02-04,2017-02-26
2004,2457,4,2017-02-06,2017-03-11
1401,4200,4,2017-02-12,2017-03-21
5171,5178,4,2017-02-12,2017-03-10
1384,3681,4,2017-02-13,2017-02-26
1384,2441,4,2017-02-13,2017-02-26
3871,5319,4,2017-02-14,2017-03-27
2870,5318,4,2017-02-15,2017-04-21
382,5113,4,2017-02-17,2017-05-24
5421,5459,4,2017-02-17,2017-03-03
5409,5486,4,2017-02-17,2017-03-03
5402,5464,4,2017-02-17,2017-03-03
358,4331,4,2017-02-20,2017-04-14
910,4377,4,2017-02-20,2017-03-19
5685,5699,4,2017-02-22,2017-03-10
780,4040,4,2017-02-23,2017-04-18
229,4297,4,2017-02-24,2017-04-10
5720,5766,4,2017-02-24,2017-03-24
1351,3656,4,2017-02-25,2017-04-23
3220,3348,4,2017-03-01,2017-05-01
5982,5991,4,2017-03-05,2017-03-18
5938,5948,4,2017-03-05,2017-03-30
2131,4076,4,2017-03-05,2017-04-10
5133,5885,4,2017-03-05,2017-04-10
6006,6042,4,2017-03-05,2017-04-05
6148,6197,4,2017-03-06,2017-04-12
2169,4767,4,2017-03-08,2017-04-12
1617,4552,4,2017-03-13,2017-03-20
1586,2544,4,2017-03-13,2017-03-20
4609,4914,4,2017-03-13,2017-03-20
4982,5497,4,2017-03-15,2017-05-20
4082,4656,4,2017-03-16,2017-04-12
3861,5053,4,2017-03-16,2017-04-05
3861,5055,4,2017-03-16,2017-04-05
1476,4430,4,2017-03-16,2017-04-05
6911,6937,4,2017-03-16,2017-04-20
7167,7193,4,2017-03-17,2017-04-21
7105,7193,4,2017-03-17,2017-04-21
7209,7222,4,2017-03-17,2017-05-22
1616,5917,4,2017-03-18,2017-04-15
5560,6730,4,2017-03-19,2017-05-11
2559,3802,4,2017-03-20,2017-05-03
7827,7882,4,2017-03-24,2017-04-17
229,291,4,2017-03-27,2017-05-24
4190,5549,4,2017-04-01,2017-05-12
8402,8429,4,2017-04-05,2017-05-12
5377,7120,4,2017-04-06,2017-04-29
4223,6748,4,2017-04-07,2017-05-14
3188,6447,4,2017-04-08,2017-05-12
677,2569,4,2017-04-08,2017-04-29
1700,4613,4,2017-04-08,2017-04-24
2433,7677,4,2017-04-08,2017-05-14
142,5216,4,2017-04-08,2017-05-21
1554,7180,4,2017-04-10,2017-04-29
3486,3962,4,2017-04-10,2017-05-23
3642,7433,4,2017-04-13,2017-04-21
6922,7499,4,2017-04-13,2017-05-07
6016,6836,4,2017-04-13,2017-05-03
6001,6898,4,2017-04-13,2017-05-03
2717,6897,4,2017-04-13,2017-05-03
2717,5966,4,2017-04-13,2017-05-03
2717,6885,4,2017-04-13,2017-05-03
3544,6814,4,2017-04-13,2017-05-03
184,6889,4,2017-04-13,2017-05-03
6049,6864,4,2017-04-13,2017-05-03
1865,6855,4,2017-04-13,2017-05-03
4412,6469,4,2017-04-13,2017-05-03
2759,5993,4,2017-04-13,2017-05-03
1884,5977,4,2017-04-13,2017-05-03
2231,6740,4,2017-04-14,2017-04-29
5912,7437,4,2017-04-15,2017-05-09
3855,4550,4,2017-04-20,2017-05-06
8920,8950,4,2017-04-21,2017-05-07
6503,6951,4,2017-04-21,2017-05-15
8078,8692,4,2017-04-25,2017-05-20
546,5220,4,2017-04-25,2017-05-29
3115,7650,4,2017-04-25,2017-05-29
1956,7636,4,2017-04-26,2017-05-20
8245,8350,4,2017-04-26,2017-05-14
3753,6059,4,2017-04-28,2017-05-20
2857,6703,4,2017-04-30,2017-05-19
1244,5668,4,2017-05-01,2017-05-19
1613,8037,4,2017-05-01,2017-05-19
2939,5819,4,2017-05-01,2017-05-19
6100,8403,4,2017-05-01,2017-05-19
1223,3660,4,2017-05-05,2017-05-24
2526,8230,4,2017-05-05,2017-05-26
1430,8245,4,2017-05-05,2017-05-24
2982,3995,4,2017-05-07,2017-05-26
572,4200,4,2017-05-07,2017-05-23
4719,7909,4,2017-05-07,2017-05-24
3466,7246,4,2017-05-11,2017-05-18
135,8545,4,2017-05-13,2017-05-27
1319,9255,4,2017-05-13,2017-05-27
6050,6777,4,2017-05-13,2017-05-27
10060,10076,4,2017-05-13,2017-05-29
2254,8213,4,2017-05-14,2017-05-29
821,871,4,2017-01-02,2017-05-20
813,859,4,2017-01-02,2017-02-16
802,866,4,2017-01-02,2017-04-16
851,895,4,2017-01-02,2017-02-16
334,1025,4,2017-01-03,2017-01-12
374,378,4,2017-01-03,2017-01-12
1309,1347,4,2017-01-03,2017-02-21
1403,1434,4,2017-01-04,2017-03-19
313,750,4,2017-01-04,2017-02-17
1923,1969,4,2017-01-08,2017-02-06
2142,2189,4,2017-01-09,2017-01-17
611,615,4,2017-01-02,2017-01-24
702,776,4,2017-01-02,2017-02-15
354,1072,4,2017-01-03,2017-01-12
704,1023,4,2017-01-04,2017-01-17
1956,1988,4,2017-01-08,2017-02-13
2160,2181,4,2017-01-09,2017-01-17
2109,2134,4,2017-01-09,2017-01-17
2154,2187,4,2017-01-09,2017-01-17
2271,2291,4,2017-01-09,2017-02-13
2411,2470,4,2017-01-09,2017-03-05
2463,2476,4,2017-01-09,2017-03-05
2415,2419,4,2017-01-09,2017-03-05
2042,2326,4,2017-01-10,2017-03-22
2548,2577,4,2017-01-10,2017-05-20
2621,2697,4,2017-01-10,2017-03-26
2621,2681,4,2017-01-10,2017-03-26
401,1662,4,2017-01-10,2017-01-30
205,3192,4,2017-01-13,2017-01-24
264,283,4,2017-01-13,2017-01-24
231,3141,4,2017-01-13,2017-01-24
3413,3463,4,2017-01-13,2017-01-29
3442,3482,4,2017-01-13,2017-02-27
3402,3446,4,2017-01-13,2017-01-29
1228,1506,4,2017-01-13,2017-02-03
1561,2674,4,2017-01-13,2017-02-03
3508,3535,4,2017-01-15,2017-03-27
3561,3598,4,2017-01-15,2017-02-11
3552,3553,4,2017-01-15,2017-02-11
3663,3668,4,2017-01-15,2017-03-27
1001,3421,4,2017-01-17,2017-01-31
3945,3971,4,2017-01-19,2017-02-23
4038,4043,4,2017-01-20,2017-02-06
295,3188,4,2017-01-20,2017-01-31
690,2186,4,2017-01-20,2017-01-31
221,2178,4,2017-01-20,2017-01-31
4127,4175,4,2017-01-20,2017-05-29
184,414,4,2017-01-22,2017-03-20
4267,4289,4,2017-01-22,2017-03-17
490,1692,4,2017-01-24,2017-02-28
980,1302,4,2017-01-25,2017-03-24
930,1310,4,2017-01-25,2017-02-10
933,2906,4,2017-01-25,2017-02-10
961,2968,4,2017-01-25,2017-02-10
1370,2969,4,2017-01-25,2017-02-10
888,3702,4,2017-01-27,2017-03-01
2272,3505,4,2017-01-28,2017-03-28
4465,4474,4,2017-01-29,2017-02-26
4414,4474,4,2017-01-29,2017-02-26
4606,4638,4,2017-02-02,2017-03-19
1422,1818,4,2017-02-02,2017-02-10
613,2886,4,2017-02-02,2017-04-02
204,2717,4,2017-02-02,2017-02-10
2759,3152,4,2017-02-02,2017-02-10
2717,2857,4,2017-02-02,2017-02-10
1616,2400,4,2017-02-02,2017-03-18
2509,4614,4,2017-02-04,2017-02-28
687,713,4,2017-02-05,2017-04-13
1371,4332,4,2017-02-07,2017-05-24
3152,4051,4,2017-02-07,2017-04-30
266,3529,4,2017-02-10,2017-02-28
5343,5372,4,2017-02-13,2017-03-20
912,2437,4,2017-02-13,2017-02-23
2255,2910,4,2017-02-13,2017-02-23
2498,3578,4,2017-02-13,2017-02-23
1208,1311,4,2017-02-15,2017-04-15
806,3401,4,2017-02-17,2017-04-09
5486,5496,4,2017-02-17,2017-03-03
5419,5451,4,2017-02-17,2017-03-03
2729,5055,4,2017-02-19,2017-03-20
940,4396,4,2017-02-20,2017-05-24
5618,5623,4,2017-02-22,2017-03-16
774,1971,4,2017-02-22,2017-03-17
2408,5694,4,2017-02-23,2017-03-31
732,1186,4,2017-02-23,2017-04-08
794,4169,4,2017-02-23,2017-03-26
5755,5769,4,2017-02-24,2017-03-24
5726,5747,4,2017-02-24,2017-03-30
5722,5792,4,2017-02-24,2017-03-18
5724,5774,4,2017-02-24,2017-03-24
5760,5780,4,2017-02-24,2017-03-30
5865,5867,4,2017-02-25,2017-05-14
979,1336,4,2017-02-25,2017-04-23
4876,5331,4,2017-02-27,2017-03-31
1998,4056,4,2017-03-03,2017-05-01
290,2623,4,2017-03-03,2017-04-08
2686,3999,4,2017-03-03,2017-04-08
1077,3952,4,2017-03-03,2017-04-26
5953,5993,4,2017-03-05,2017-03-24
1943,4076,4,2017-03-05,2017-04-10
6022,6068,4,2017-03-05,2017-04-05
6188,6197,4,2017-03-06,2017-04-14
142,2446,4,2017-03-07,2017-04-14
157,4473,4,2017-03-07,2017-04-14
3015,5708,4,2017-03-10,2017-03-31
3979,6040,4,2017-03-11,2017-05-27
6409,6474,4,2017-03-13,2017-05-24
1617,5467,4,2017-03-13,2017-03-20
443,4554,4,2017-03-13,2017-03-20
3572,5422,4,2017-03-13,2017-03-20
1444,5420,4,2017-03-13,2017-03-20
4632,4988,4,2017-03-13,2017-03-20
4430,4656,4,2017-03-13,2017-03-20
6503,6579,4,2017-03-13,2017-04-21
1444,1819,4,2017-03-16,2017-04-13
1572,2848,4,2017-03-16,2017-04-05
1476,3998,4,2017-03-16,2017-04-05
6911,6975,4,2017-03-16,2017-04-20
7204,7291,4,2017-03-17,2017-05-11
494,3102,4,2017-03-20,2017-04-13
2478,3307,4,2017-03-21,2017-04-28
3706,4288,4,2017-03-22,2017-04-13
4458,7253,4,2017-03-26,2017-05-14
1034,5116,4,2017-03-30,2017-05-02
3043,4148,4,2017-04-01,2017-05-04
2700,7741,4,2017-04-05,2017-04-17
7379,8326,4,2017-04-05,2017-04-17
1266,4832,4,2017-04-08,2017-05-23
4209,7608,4,2017-04-08,2017-05-10
6572,7186,4,2017-04-10,2017-04-29
876,7186,4,2017-04-10,2017-04-29
826,2916,4,2017-04-10,2017-05-20
1467,2227,4,2017-04-11,2017-04-29
4536,4916,4,2017-04-11,2017-04-29
5015,7433,4,2017-04-13,2017-04-21
272,2728,4,2017-04-13,2017-05-13
2612,3991,4,2017-04-13,2017-05-23
3991,6023,4,2017-04-13,2017-05-23
324,4942,4,2017-04-13,2017-05-03
324,3576,4,2017-04-13,2017-05-03
1619,6096,4,2017-04-13,2017-05-03
997,6847,4,2017-04-13,2017-05-03
950,6825,4,2017-04-13,2017-05-03
4674,6836,4,2017-04-13,2017-05-03
184,6878,4,2017-04-13,2017-05-03
184,6854,4,2017-04-13,2017-05-03
4990,6897,4,2017-04-13,2017-05-03
4990,6880,4,2017-04-13,2017-05-03
3950,7602,4,2017-04-20,2017-05-06
1677,4421,4,2017-04-20,2017-05-06
8915,8922,4,2017-04-21,2017-05-20
8948,8950,4,2017-04-21,2017-05-07
6580,7120,4,2017-04-21,2017-05-09
7831,8945,4,2017-04-22,2017-05-17
8019,8692,4,2017-04-25,2017-05-20
6558,8254,4,2017-04-25,2017-05-10
6339,6507,4,2017-04-25,2017-05-15
5869,6127,4,2017-04-25,2017-05-15
1752,7457,4,2017-04-29,2017-05-23
4203,8721,4,2017-04-29,2017-05-23
6703,8190,4,2017-04-30,2017-05-19
6810,8089,4,2017-05-01,2017-05-19
5795,8007,4,2017-05-01,2017-05-19
4200,7068,4,2017-05-01,2017-05-20
9332,9392,4,2017-05-03,2017-05-21
701,6293,4,2017-05-07,2017-05-20
467,2723,4,2017-05-07,2017-05-24
2644,7151,4,2017-05-11,2017-05-27
3432,4142,4,2017-05-12,2017-05-25
9586,9968,4,2017-05-15,2017-05-27
5482,8093,4,2017-05-17,2017-05-30
1208,8093,4,2017-05-17,2017-05-30
1208,5490,4,2017-05-17,2017-05-30
3503,8068,4,2017-05-17,2017-05-30
831,897,4,2017-01-02,2017-02-17
920,946,4,2017-01-02,2017-02-21
946,977,4,2017-01-02,2017-02-21
989,998,4,2017-01-02,2017-03-10
1149,1157,4,2017-01-03,2017-02-10
1226,1290,4,2017-01-03,2017-02-23
1271,1274,4,2017-01-03,2017-02-23
1405,1427,4,2017-01-04,2017-02-27
1415,1423,4,2017-01-04,2017-02-13
315,729,4,2017-01-04,2017-05-24
324,724,4,2017-01-04,2017-01-17
1905,1970,4,2017-01-08,2017-02-06
1938,1967,4,2017-01-08,2017-02-13
718,782,4,2017-01-02,2017-02-26
351,1273,4,2017-01-04,2017-03-23
378,778,4,2017-01-04,2017-02-17
368,762,4,2017-01-04,2017-01-17
309,773,4,2017-01-04,2017-02-17
334,761,4,2017-01-04,2017-01-17
1902,1979,4,2017-01-08,2017-02-13
2120,2135,4,2017-01-09,2017-01-17
2114,2124,4,2017-01-09,2017-01-17
2148,2181,4,2017-01-09,2017-01-17
2121,2159,4,2017-01-09,2017-02-26
2107,2109,4,2017-01-09,2017-01-17
2136,2189,4,2017-01-09,2017-01-17
2317,2381,4,2017-01-09,2017-03-05
2446,2470,4,2017-01-09,2017-03-05
2470,2489,4,2017-01-09,2017-03-05
2412,2450,4,2017-01-09,2017-03-27
2430,2478,4,2017-01-09,2017-02-13
134,2322,4,2017-01-10,2017-05-22
212,226,4,2017-01-13,2017-01-24
1047,1581,4,2017-01-13,2017-04-09
1598,2697,4,2017-01-13,2017-02-03
369,2608,4,2017-01-13,2017-02-03
1561,2667,4,2017-01-13,2017-02-03
3815,3847,4,2017-01-19,2017-02-18
3904,3966,4,2017-01-19,2017-02-03
3908,3931,4,2017-01-19,2017-02-03
4057,4061,4,2017-01-20,2017-02-23
4044,4063,4,2017-01-20,2017-02-10
4007,4025,4,2017-01-20,2017-02-10
679,3195,4,2017-01-20,2017-01-31
1481,1816,4,2017-01-20,2017-03-09
2298,3524,4,2017-01-22,2017-02-17
1273,3093,4,2017-01-22,2017-03-23
416,3019,4,2017-01-22,2017-02-15
4204,4227,4,2017-01-22,2017-03-21
4239,4248,4,2017-01-22,2017-03-27
4217,4274,4,2017-01-22,2017-03-27
746,3193,4,2017-01-23,2017-04-10
4322,4324,4,2017-01-24,2017-02-26
4373,4387,4,2017-01-24,2017-02-10
4366,4383,4,2017-01-24,2017-02-13
1323,2959,4,2017-01-25,2017-02-10
3180,3931,4,2017-01-26,2017-03-20
2293,3536,4,2017-01-28,2017-02-21
4423,4475,4,2017-01-29,2017-02-26
4409,4418,4,2017-01-29,2017-02-17
4407,4409,4,2017-01-29,2017-02-17
4414,4451,4,2017-01-29,2017-02-26
4418,4469,4,2017-01-29,2017-02-17
4452,4467,4,2017-01-29,2017-02-17
2407,3698,4,2017-01-29,2017-02-21
2458,3620,4,2017-01-29,2017-02-21
4088,4380,4,2017-01-31,2017-02-26
368,3117,4,2017-01-31,2017-04-22
204,1074,4,2017-02-02,2017-02-10
1315,2769,4,2017-02-04,2017-02-25
1984,3286,4,2017-02-06,2017-03-06
173,3689,4,2017-02-06,2017-03-11
1479,4675,4,2017-02-07,2017-03-10
2758,4371,4,2017-02-07,2017-03-15
4883,4888,4,2017-02-08,2017-04-24
4869,4884,4,2017-02-08,2017-04-24
3553,4478,4,2017-02-10,2017-02-28
1453,3173,4,2017-02-12,2017-03-22
5249,5265,4,2017-02-12,2017-05-20
5220,5289,4,2017-02-12,2017-05-08
2072,2260,4,2017-02-13,2017-04-10
2249,3662,4,2017-02-13,2017-04-16
2236,2441,4,2017-02-13,2017-02-26
2441,3589,4,2017-02-13,2017-02-26
2325,3571,4,2017-02-13,2017-02-23
1330,3678,4,2017-02-13,2017-02-23
1343,3681,4,2017-02-13,2017-02-26
1524,2437,4,2017-02-15,2017-04-10
5436,5476,4,2017-02-17,2017-03-03
5436,5464,4,2017-02-17,2017-03-03
5408,5435,4,2017-02-17,2017-03-03
5456,5463,4,2017-02-17,2017-03-03
979,4398,4,2017-02-20,2017-03-19
4016,5476,4,2017-02-22,2017-03-10
1971,2074,4,2017-02-22,2017-03-17
4607,4957,4,2017-02-27,2017-03-13
1828,4980,4,2017-02-27,2017-03-14
1808,4942,4,2017-02-27,2017-03-13
813,2162,4,2017-03-03,2017-04-21
311,3707,4,2017-03-03,2017-04-08
5923,5953,4,2017-03-05,2017-04-15
2111,5865,4,2017-03-05,2017-04-10
844,1943,4,2017-03-05,2017-04-10
202,4199,4,2017-03-10,2017-04-21
1808,6060,4,2017-03-10,2017-04-29
2560,4552,4,2017-03-13,2017-03-20
1444,2560,4,2017-03-13,2017-03-20
6877,6894,4,2017-03-15,2017-04-22
1662,4212,4,2017-03-16,2017-04-05
7034,7036,4,2017-03-17,2017-05-01
7433,7484,4,2017-03-17,2017-04-20
7460,7485,4,2017-03-17,2017-04-29
7544,7573,4,2017-03-17,2017-04-14
2988,7563,4,2017-03-19,2017-04-29
5522,6725,4,2017-03-19,2017-05-22
675,4850,4,2017-03-20,2017-04-15
3260,3512,4,2017-03-21,2017-04-17
7772,7792,4,2017-03-23,2017-04-27
7732,7755,4,2017-03-23,2017-05-13
1052,7591,4,2017-03-27,2017-05-01
2743,5350,4,2017-03-28,2017-04-27
405,1059,4,2017-03-29,2017-05-22
8102,8174,4,2017-03-31,2017-04-25
8127,8174,4,2017-03-31,2017-04-25
8116,8127,4,2017-03-31,2017-04-25
8246,8290,4,2017-03-31,2017-05-13
8214,8252,4,2017-03-31,2017-04-27
3849,7141,4,2017-04-06,2017-04-29
319,2530,4,2017-04-08,2017-04-26
3293,7543,4,2017-04-10,2017-04-29
876,7110,4,2017-04-10,2017-04-29
6071,6858,4,2017-04-13,2017-05-03
997,6858,4,2017-04-13,2017-05-03
5964,6829,4,2017-04-13,2017-05-03
5443,6885,4,2017-04-13,2017-05-03
6064,6858,4,2017-04-13,2017-05-03
2717,5720,4,2017-04-13,2017-05-03
6069,6853,4,2017-04-13,2017-05-03
5500,6872,4,2017-04-13,2017-05-03
184,6874,4,2017-04-13,2017-05-03
6469,6864,4,2017-04-13,2017-05-03
5481,6408,4,2017-04-13,2017-05-03
5788,6069,4,2017-04-13,2017-05-03
6049,6817,4,2017-04-13,2017-05-03
2773,6839,4,2017-04-13,2017-05-03
1865,6847,4,2017-04-13,2017-05-03
4942,6408,4,2017-04-13,2017-05-03
5491,6829,4,2017-04-13,2017-05-03
975,7832,4,2017-04-17,2017-05-06
3735,5442,4,2017-04-20,2017-05-06
2868,4035,4,2017-04-20,2017-05-06
8935,8956,4,2017-04-21,2017-05-07
8934,8963,4,2017-04-21,2017-05-07
1223,7652,4,2017-04-21,2017-05-14
7716,8963,4,2017-04-22,2017-05-17
4389,8042,4,2017-04-22,2017-05-12
1169,3963,4,2017-04-22,2017-05-12
1169,8692,4,2017-04-25,2017-05-20
3471,4389,4,2017-04-25,2017-05-20
1733,6584,4,2017-04-25,2017-05-15
3348,8254,4,2017-04-25,2017-05-10
9027,9051,4,2017-04-26,2017-05-10
9051,9067,4,2017-04-26,2017-05-10
4483,4711,4,2017-04-26,2017-05-16
393,8202,4,2017-04-26,2017-05-27
1406,3785,4,2017-04-28,2017-05-20
272,8843,4,2017-04-29,2017-05-14
485,3547,4,2017-04-29,2017-05-27
6591,8721,4,2017-04-29,2017-05-23
4468,5566,4,2017-04-30,2017-05-19
4395,8007,4,2017-05-01,2017-05-19
6810,8068,4,2017-05-01,2017-05-19
5911,8089,4,2017-05-01,2017-05-19
6242,8093,4,2017-05-01,2017-05-19
1042,2018,4,2017-05-01,2017-05-16
1735,7612,4,2017-05-01,2017-05-20
9368,9392,4,2017-05-03,2017-05-21
9345,9394,4,2017-05-03,2017-05-21
9332,9363,4,2017-05-03,2017-05-21
4398,5547,4,2017-05-12,2017-05-27
1767,6053,4,2017-05-13,2017-05-25
